twitter_text,category
Natalie Portman gave a knockout speech at LA Women's March. Watch it here -  ,negative
"Last night Natalie Portman interviewed Greta Gerwig after a screening of her film, #ladybird -  ",negative
Natalie Portman will be attending and speaking at Women's March LA (@wmnsmarchla) on Saturday -  ,negative
What did other celebs make of Natalie Portman's Golden Globes comment -  ,negative
A new #annihilation poster courtesy of @oscarisaacfandom on Instagram -  ,positive
Natalie Portman gives her thoughts on Instagram on the way to the #GoldenGlobes2018 ,negative
Natalie Portman joined Oprah and other stars like Reese Witherspoon for a discussion about #timesupnow -  ,positive
"Natalie Portman is in talks to replace Reese Witherspoon in the space-drama, Pale Blue Dot -  ",negative
@Ardent86 This isn't Natalie's twitter account. She is only on Instagram and only joined a few days ago. She has almost 1 million followers so far and gets around 200k likes per post.,positive
Natalie Portman records a video from the limo on the way to the Golden Globes #timesupnow ,negative
@jesselortizruns It's the Golden Globes where half the people are drunk and the host is typically throwing barbs at everyone and everything.,negative
What Natalie Portman wears black. #timesupnow ,negative
Spot on ,negative
"@radiokillllllla She's written, directed, and produced films.",negative
It's surreal. ,negative
@bonnielwood What has dress got to do with what she was commenting on?,negative
Here's another video of Natalie having fun with Eva Longoria and Instagram filters. ,positive
A visual recap of Natalie Portman at the Golden Globes -  ,negative
Reese Witherspoon converting Natalie Portman to Instagram #jokes #Ithink ,negative
Natalie Portman having fun with Reese Witherspoon on Instagram! #timesupnow ,positive
Don't miss Natalie Portman's appearance at the #goldenglobes tonight -  ,positive
"Natalie Portman joins Resse Witherspoon, Eva Longoria, Brie Larson, Laura Dern and Edgar Ramirez to support @timesupnow. Some really funny videos of Natalie and all for a truly worthy cause -  ",positive
Natalie Portman looks gorgeous in the new Diorskin Forever campaign. Make sure you watch the video ad! -  ,positive
The Annihilation poster is here and it is weird and wonderful -  ,positive
Natalie Portman to host the #goldenglobes on Sunday -  ,negative
"@Osaroprime It's a famous movie line from Scarface, ""Say hello to my little friend"" referring to his massive gun. Goodbye 2017, hello to 2018 and Natalie with a big gun in Annihilation.",negative
@iktriad Took long enough ;-),positive
@mkygod It is now.,negative
@scully_nportman Its real alright,positive
@jacquenguyen Same,negative
RT @LetsCallBull: #TimesUp: Women launch campaign to fight #sexualharassment - A VERY good cause and something good to come out of the year,positive
"BIG NEWS - Natalie Portman launches an official Instagram account! 

",negative
"Natalie Portman continues to enjoy her time in Brazil, joining the New Years Eve celebrations in Rio. 

 ",positive
How to make a successful video ad? Hint - #NataliePortman ,positive
Happy New Year to Natalie Portman fans around the world! ,positive
Morris Khan doubles Natalie Portman's Genesis Prize award with a donation. The prize will be used to help boost gender equality -  ,positive
Who is ready to say goodbye to 2017 and hello to Annihilation?,positive
Natalie Portman and the family are still in Rio de Janeiro - ,negative
Another new Natalie Portman outtake from the 2009 Financial Times shoot - ,negative
RT @Morris_Kahn: I am pleased to have this opportunity to support the 2018 Genesis Prize Laureate Natalie Portman @natpdotcom in her noble,positive
Natalie Portman shares a #metoo moment -  ,positive
Natalie Portman is spending Christmas in Brazil!!! -  ,negative
Nice! ,positive
Happy holidays from the  team! ,positive
Natalie Portman's Genesis Award prize has been doubled thanks to a donation from Morris Khan -  ,positive
Check out these Natalie Portman screen captures from the new #annihilation trailer - ,negative
Will Natalie Portman play a pop star in Brady Corbet's Vox Lux? -  ,positive
Gina Rodriguez posted an awesome behind the scenes photo of #natalieportman and herself on #annihilation -  ,positive
The second trailer for #Annihilation has arrived!!! -  ,negative
@the_jenr We've been battling with some major issues behind the scenes. Seems steady now though.,negative
"The reason for the Netflix release of Annihilation is a battle between producers. Luckily, we will get to see the director's vision - ",positive
Good news or bad news? - Annihilation will be available on Netflix internationally just 17 days after release in US cinemas - ,negative
And Natalie's Miss Dior ad is the 4th most watched ad of 2017! - ,negative
Natalie Portman joins Benjamin for an #ladanceproject related event -  ,negative
"Apologies for the site slowness, we're trying to find a solution :-(",negative
A gorgeous new Natalie Portman outtake from 2007 -  ,positive
"RT @ianai310757: @faniaoz finally got to watch ""Tale of Love&amp;Darkness"" by @natpdotcom. not bad at all. a challenging endeavor. the book is",positive
Natalie Portman talks about her #metoo moment -  ,negative
Natalie Portman does gritty Baywatch in new still from Annihilation -  ,negative
Natalie Portman throws love at @broadcity at @vulturefestival -  ,positive
Gorgeous Natalie Portman portraits from the American Cinemateque Awards -  ,positive
Natalie Portman talks about WE Charity on #WEDay -  ,positive
A blast from the Goya's Ghosts past -  ,negative
Natalie Portman looked stunning last night at American CInematique Awards to honour #AmyAdams -  ,positive
"RT @livekindlyco: Actress @natpdotcom has won the Jewish Nobel Peace Prize for her social and animal activism.  #vegannews

",positive
Natalie's full Equality Summit conversation (all 40 min) is here -  ,negative
"RT @bowmanitis: #NeverForget that @WWF made @WWE change their name. 
Just remembered its the  #5thofNovember #WWV #V #vforvendetta #PandaWr",negative
"RT @poda2000: natalie portman in  "" black swan ""
@natpdotcom ",negative
Natalie Portman to be awarded with prestigious Genesis Prize - ,positive
Jennifer Jason Leigh talks about working with Natalie on #annihilation - ,negative
Natalie Portman to talk at Equity Summit -  ,negative
"RT @markogroli: Black swan - Swan Lake

#swanlake #GraphicDesigner #arte #inspiration #Graphic 
@20thcenturyfox @natpdotcom ",negative
"Remember, remember... #guyfawkes #vforvendetta #5thOfNovember ",negative
My very brief review of Planetarium is here -  ,negative
"The first look at Natalie's upcoming animated film, Foxy Trotter -  ",negative
Happy Halloween! #blackswan #Halloween2017 ,positive
RT @SmallStepsDocs: #NataliePortman @natpdotcom donated @MATT_AND_NAT #vegan sneakers to #celebrityshoeauction  htt,negative
If you or someone close has been touched by depression consider supporting this Natalie fan's fundraising run - ,negative
@phoebetorrance It was probably too soon after Black Swan. And it's hard to compare a minor key performance to Emma Stone's fireworks.,negative
"RT @rwt_taru: Just saw #Jackie , a movie about #jacquelinekennedy . Marvelous performance by @natpdotcom My heart goes out to this entire e",positive
Share your Halloween outfits and I'll RT. ,positive
It's baaack and with a new low price for a limited time. The t-shirt for Mathilda fans -  ,negative
New Natalie Portman gorgeousness for Dior -  ,positive
"Natalie Portman to produce and voice act in upcoming animation film, Foxy Trotter - ",negative
Awesome to see Natalie involved with gun safety. Jane wants to put down her gun. ,positive
New photo of #natalieportman in #jamesfranco student film -  ,negative
Get tickets to see Natalie Portman at #VultureFestival -  ,negative
"Jackie, V for Vendetta, and Annihilation in today's tidbits - ",negative
Natalie Portman to honor #AmyAdams at American Cinemateque Award -  ,positive
Good stuff! ,positive
The pink with the blood splatter would have been better... ,negative
Natalie Portman supports hubby at LA Dance Project gala -  ,positive
Looking good! We'll be relaunching the Mathilda t-shirt in a few days. ,positive
Isaac Mizrahi has tweeted a new photo of 14 yo Natalie Portman and it is stunning -  ,positive
Lots of #annihilation news in today's tidbits update - ,negative
"And for those who do enjoy them, the new tennis set is pure joy.",positive
Noticed there haven't been Natalie Portman candids posted here in awhile? They will only be on  now.,negative
Natalie Portman looks fierce in these #annihilation screen grabs -  ,negative
Natalie Portman kicking ass in the first trailer for #annihilation -  ,negative
Congrats ,positive
The first photo of Natalie Portman in Annihilation is here -  ,negative
Natalie Portman looks STUNNING in new Vanity Fair Italy photos -  ,positive
My review of #ataleofloveanddarkness -  ,negative
Check out Natalie Portman being awarded at the @green4EMA awards yesterday -  ,positive
4 new pieces of Natalie Portman fanart from Weronika are here -  ,negative
"This is so dumb. #blackswan opened in 18 theatres. Mother! opened in 2,368 theatres. #journalism #math - ",negative
@iamharry88 Nope.,negative
Fantastic! ,positive
"Let's talk about Natalie Portman, Dior, and animal testing - ",negative
We have some stunning new Natalie Portman #dior photos -  ,positive
Watch Natalie Portman talk Rouge Dior in new video - ,negative
Better late than never. ,positive
Jaw-dropping new Natalie Portman Dior photos -  ,negative
@normanticsjbr As I mentioned to someone else - Nat's team spent months vetting Dior with respect to animals before she signed up.,positive
I know this much - Natalie's team spent months vetting Dior before signing. Even down to how bees were treated. ,negative
RT @kindess4animals: @natpdotcom Please share this to fans of Natalie - ,positive
It does indeed. ,negative
Stunning! ,positive
That costume... ,negative
Some more Natalie Portman gorgeousness -  ,positive
Great Natalie Portman portrait with the #eatinganimals team at #telluride -  ,positive
Very nice! ,positive
Send your Natalie art! ,negative
"RT @livekindlyco: Whose seen the @natpdotcom documentary based on the @nytimes best selling book 'Eating Animals'? 

",positive
